		Total			MonoSyll			Initial			Medial			Final			nGram_Total			nGram_Word_initial
phones	Syllable Length	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF
bri	3	232	1922.000000	7.561122	0	0.000000	0.000000	59	467.000000	6.146329	135	655.000000	6.484635	38	800.000000	6.684612	363	2471.000000	7.812378	125	811.000000	6.698268	
vi	2	2996	38252.000000	10.551951	15	1575.000000	7.362011	627	16333.000000	9.700943	1514	14975.000000	9.614137	840	5369.000000	8.588397	3934	53650.000000	10.890237	1026	26899.000000	10.199844	
vjo	3	142	1651.000000	7.409136	0	0.000000	0.000000	79	1122.000000	7.022868	19	72.000000	4.276666	44	457.000000	6.124683	144	1654.000000	7.410952	79	1122.000000	7.022868	
bron	4	49	181.000000	5.198497	0	0.000000	0.000000	32	121.000000	4.795791	17	60.000000	4.094345	0	0.000000	0.000000	59	200.000000	5.298317	33	124.000000	4.820282	
Za	2	1075	5669.000000	8.642768	0	0.000000	0.000000	61	190.000000	5.247024	900	4674.000000	8.449771	114	805.000000	6.690842	1589	7958.000000	8.981933	126	435.000000	6.075346	
Zan	3	143	401.000000	5.993961	1	6.000000	1.791759	11	50.000000	3.912023	127	333.000000	5.808142	4	12.000000	2.484907	230	811.000000	6.698268	38	160.000000	5.075174	
Zar	3	146	391.000000	5.968708	0	0.000000	0.000000	4	18.000000	2.890372	140	350.000000	5.857933	2	23.000000	3.135494	317	1414.000000	7.254178	7	29.000000	3.367296	
brus	4	13	125.000000	4.828314	0	0.000000	0.000000	8	109.000000	4.691348	5	16.000000	2.772589	0	0.000000	0.000000	19	139.000000	4.934474	14	123.000000	4.812184	
tja	3	249	1468.000000	7.291656	0	0.000000	0.000000	2	2.000000	0.693147	230	1305.000000	7.173958	17	161.000000	5.081404	264	1732.000000	7.457032	2	2.000000	0.693147	
bru	3	134	768.000000	6.643790	1	2.000000	0.693147	125	753.000000	6.624065	8	13.000000	2.564949	0	0.000000	0.000000	184	1269.000000	7.145984	155	1191.000000	7.082549	
brut	4	16	321.000000	5.771441	0	0.000000	0.000000	14	319.000000	5.765191	2	2.000000	0.693147	0	0.000000	0.000000	31	397.000000	5.983936	26	391.000000	5.968708	
bruz	4	9	39.000000	3.663562	0	0.000000	0.000000	2	2.000000	0.693147	7	37.000000	3.610918	0	0.000000	0.000000	9	39.000000	3.663562	2	2.000000	0.693147	
buf	3	26	106.000000	4.663439	0	0.000000	0.000000	21	97.000000	4.574711	5	9.000000	2.197225	0	0.000000	0.000000	42	176.000000	5.170484	29	146.000000	4.983607	
far	3	183	3490.000000	8.157657	7	1352.000000	7.209340	120	1974.000000	7.587817	53	159.000000	5.068904	3	5.000000	1.609438	343	8553.000000	9.054037	195	7413.000000	8.910990	
bu	2	408	3131.000000	8.049108	1	1.000000	0.000000	127	884.000000	6.784457	270	2145.000000	7.670895	10	101.000000	4.615121	831	5917.000000	8.685585	344	2455.000000	7.805882	
bwO	3	45	1349.000000	7.207119	0	0.000000	0.000000	41	1341.000000	7.201171	4	8.000000	2.079442	0	0.000000	0.000000	66	2025.000000	7.613325	62	2017.000000	7.609367	
rat	3	102	1043.000000	6.949856	0	0.000000	0.000000	26	41.000000	3.713572	71	993.000000	6.900731	5	9.000000	2.197225	3073	29127.000000	10.279421	46	143.000000	4.962845	
kaz	3	182	1721.000000	7.450661	0	0.000000	0.000000	15	44.000000	3.784190	167	1677.000000	7.424762	0	0.000000	0.000000	187	1727.000000	7.454141	15	44.000000	3.784190	
dul	3	47	258.000000	5.552960	0	0.000000	0.000000	2	6.000000	1.791759	44	244.000000	5.497168	1	8.000000	2.079442	112	430.000000	6.063785	3	7.000000	1.945910	
bEd	3	2	4.000000	1.386294	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	4	7.000000	1.945910	3	4.000000	1.386294	
bEl	3	128	2385.000000	7.776954	12	424.000000	6.049733	53	1597.000000	7.375882	57	307.000000	5.726848	6	57.000000	4.043051	139	2414.000000	7.789040	69	2028.000000	7.614805	
lar	3	324	1961.000000	7.581210	0	0.000000	0.000000	23	422.000000	6.045005	284	1475.000000	7.296413	17	64.000000	4.158883	947	8559.000000	9.054739	42	488.000000	6.190315	
ber	3	207	1900.000000	7.549609	0	0.000000	0.000000	130	1243.000000	7.125283	65	614.000000	6.419995	12	43.000000	3.761200	642	6744.000000	8.816408	148	1415.000000	7.254885	
raz	3	309	4368.000000	8.382061	0	0.000000	0.000000	53	369.000000	5.910797	256	3999.000000	8.293800	0	0.000000	0.000000	499	7957.000000	8.981807	53	369.000000	5.910797	
je	2	57	172.000000	5.147494	0	0.000000	0.000000	3	9.000000	2.197225	9	13.000000	2.564949	45	150.000000	5.010635	1508	14885.000000	9.608109	13	37.000000	3.610918	
bid	3	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	68	292.000000	5.676754	9	42.000000	3.737670	
bjEt	4	6	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	6	14.000000	2.639057	0	0.000000	0.000000	10	22.000000	3.091042	2	3.000000	1.098612	
bjez	4	4	62.000000	4.127134	0	0.000000	0.000000	0	0.000000	0.000000	4	62.000000	4.127134	0	0.000000	0.000000	4	62.000000	4.127134	0	0.000000	0.000000	
lE	2	295	5800.000000	8.665613	0	0.000000	0.000000	39	2868.000000	7.961370	248	2872.000000	7.962764	8	60.000000	4.094345	937	15913.000000	9.674892	129	5057.000000	8.528529	
lis	3	631	4281.000000	8.361942	0	0.000000	0.000000	22	432.000000	6.068426	581	3699.000000	8.215818	28	150.000000	5.010635	735	5002.000000	8.517593	31	476.000000	6.165418	
tar	3	849	3206.000000	8.072779	1	34.000000	3.526361	107	802.000000	6.687109	711	2298.000000	7.739794	30	72.000000	4.276666	1908	15756.000000	9.664977	141	999.000000	6.906755	
taz	3	227	3053.000000	8.023880	0	0.000000	0.000000	8	76.000000	4.330733	219	2977.000000	7.998671	0	0.000000	0.000000	241	3302.000000	8.102284	8	76.000000	4.330733	
bil	3	102	957.000000	6.863803	0	0.000000	0.000000	5	34.000000	3.526361	92	913.000000	6.816736	5	10.000000	2.302585	1540	13571.000000	9.515690	47	573.000000	6.350886	
ma	2	3935	83359.000000	11.330912	11	17515.000000	9.770813	1172	21216.000000	9.962511	2193	21998.000000	9.998707	559	22630.000000	10.027032	6564	110106.000000	11.609199	2682	56727.000000	10.946006	
El	2	38	275.000000	5.616771	0	0.000000	0.000000	24	86.000000	4.454347	8	161.000000	5.081404	6	28.000000	3.332205	1727	15682.000000	9.660269	37	223.000000	5.407172	
bjO	3	28	89.000000	4.488636	0	0.000000	0.000000	8	33.000000	3.496508	16	36.000000	3.583519	4	20.000000	2.995732	31	96.000000	4.564348	8	33.000000	3.496508	
bis	3	115	357.000000	5.877736	4	46.000000	3.828641	57	143.000000	4.962845	50	153.000000	5.030438	4	15.000000	2.708050	166	2285.000000	7.734121	101	2065.000000	7.632886	
nja	3	403	2749.000000	7.918992	0	0.000000	0.000000	1	4.000000	1.386294	260	980.000000	6.887553	142	1765.000000	7.475906	421	2951.000000	7.989899	1	4.000000	1.386294	
ko	2	4779	84741.000000	11.347355	0	0.000000	0.000000	1008	34250.000000	10.441442	1894	23536.000000	10.066286	1877	26955.000000	10.201924	12046	198742.000000	12.199763	5839	123501.000000	11.724005	
ri	2	9276	98443.000000	11.497233	0	0.000000	0.000000	4108	38046.000000	10.546551	3052	32430.000000	10.386839	2116	27967.000000	10.238781	15119	161158.000000	11.990141	5097	48414.000000	10.787544	
tri	3	1196	12673.000000	9.447229	1	1.000000	0.000000	209	1434.000000	7.268223	829	5022.000000	8.521584	157	6216.000000	8.734882	1536	14360.000000	9.572202	253	1761.000000	7.473637	
twa	3	110	989.000000	6.896694	0	0.000000	0.000000	0	0.000000	0.000000	91	869.000000	6.767343	19	120.000000	4.787492	136	2294.000000	7.738052	0	0.000000	0.000000	
al	2	1182	67924.000000	11.126145	16	20230.000000	9.914922	1091	46053.000000	10.737548	71	1629.000000	7.395722	4	12.000000	2.484907	9220	178640.000000	12.093128	1335	68073.000000	11.128336	
an	2	1406	52312.000000	10.864981	5	68.000000	4.219508	1277	50954.000000	10.838679	121	1283.000000	7.156956	3	7.000000	1.945910	17838	219687.000000	12.299959	1543	53608.000000	10.889454	
ar	2	1094	11635.000000	9.361773	0	0.000000	0.000000	1005	11413.000000	9.342508	85	216.000000	5.375278	4	6.000000	1.791759	16004	167715.000000	12.030021	1205	13703.000000	9.525370	
as	2	1095	10669.000000	9.275098	0	0.000000	0.000000	1014	10414.000000	9.250906	78	235.000000	5.459586	3	20.000000	2.995732	5506	56051.000000	10.934017	1056	10642.000000	9.272564	
rja	3	765	8103.000000	8.999990	0	0.000000	0.000000	3	4.000000	1.386294	394	2079.000000	7.639642	368	6020.000000	8.702843	977	10587.000000	9.267382	11	18.000000	2.890372	
rje	3	247	3039.000000	8.019284	0	0.000000	0.000000	0	0.000000	0.000000	35	475.000000	6.163315	212	2564.000000	7.849324	325	4234.000000	8.350902	0	0.000000	0.000000	
twe	3	10	41.000000	3.713572	0	0.000000	0.000000	0	0.000000	0.000000	8	8.000000	2.079442	2	33.000000	3.496508	10	41.000000	3.713572	0	0.000000	0.000000	
rO	2	589	7452.000000	8.916238	2	23.000000	3.135494	63	824.000000	6.714171	195	3107.000000	8.041413	329	3498.000000	8.159947	1322	22141.000000	10.005186	96	1229.000000	7.113956	
bju	3	10	29.000000	3.367296	0	0.000000	0.000000	1	2.000000	0.693147	9	27.000000	3.295837	0	0.000000	0.000000	11	35.000000	3.555348	1	2.000000	0.693147	
bluz	4	2	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	2	4.000000	1.386294	0	0.000000	0.000000	2	4.000000	1.386294	0	0.000000	0.000000	
Gaz	3	72	2845.000000	7.953318	0	0.000000	0.000000	0	0.000000	0.000000	72	2845.000000	7.953318	0	0.000000	0.000000	72	2845.000000	7.953318	0	0.000000	0.000000	
nOr	3	29	320.000000	5.768321	0	0.000000	0.000000	22	295.000000	5.686975	6	23.000000	3.135494	1	2.000000	0.693147	80	1222.000000	7.108244	52	1011.000000	6.918695	
me	2	1583	43547.000000	10.681596	13	2262.000000	7.724005	557	8580.000000	9.057189	717	10033.000000	9.213635	296	22672.000000	10.028886	5433	96839.000000	11.480805	946	20624.000000	9.934211	
lEn	3	211	2681.000000	7.893945	0	0.000000	0.000000	13	197.000000	5.283204	195	2423.000000	7.792762	3	61.000000	4.110874	277	3113.000000	8.043342	15	222.000000	5.402677	
liz	3	131	1779.000000	7.483807	0	0.000000	0.000000	6	53.000000	3.970292	125	1726.000000	7.453562	0	0.000000	0.000000	137	1848.000000	7.521859	6	53.000000	3.970292	
nis	3	562	7115.000000	8.869961	0	0.000000	0.000000	9	24.000000	3.178054	537	6905.000000	8.840001	16	186.000000	5.225747	601	7278.000000	8.892611	11	26.000000	3.258097	
ge	2	1324	11999.000000	9.392579	0	0.000000	0.000000	293	3722.000000	8.222016	863	5252.000000	8.566364	168	3025.000000	8.014666	1967	16584.000000	9.716194	465	5890.000000	8.681011	
rEn	3	313	5123.000000	8.541495	0	0.000000	0.000000	33	823.000000	6.712956	280	4300.000000	8.366370	0	0.000000	0.000000	551	8009.000000	8.988321	35	840.000000	6.733402	
bOr	3	16	109.000000	4.691348	0	0.000000	0.000000	10	26.000000	3.258097	6	83.000000	4.418841	0	0.000000	0.000000	36	262.000000	5.568345	18	147.000000	4.990433	
tiS	3	33	185.000000	5.220356	0	0.000000	0.000000	1	1.000000	0.000000	32	184.000000	5.214936	0	0.000000	0.000000	33	185.000000	5.220356	1	1.000000	0.000000	
Si	2	440	6301.000000	8.748464	1	93.000000	4.532599	65	343.000000	5.837730	310	5264.000000	8.568646	64	601.000000	6.398595	564	6970.000000	8.849371	113	653.000000	6.481577	
tis	3	355	1905.000000	7.552237	0	0.000000	0.000000	1	1.000000	0.000000	329	1763.000000	7.474772	25	141.000000	4.948760	450	2117.000000	7.657755	6	15.000000	2.708050	
bra	3	272	4667.000000	8.448272	0	0.000000	0.000000	68	804.000000	6.689599	160	2004.000000	7.602900	44	1859.000000	7.527794	509	5995.000000	8.698681	171	1646.000000	7.406103	
bram	4	5	13.000000	2.564949	0	0.000000	0.000000	3	11.000000	2.397895	1	1.000000	0.000000	1	1.000000	0.000000	26	91.000000	4.510860	22	82.000000	4.406719	
sOn	3	15	80.000000	4.382027	0	0.000000	0.000000	0	0.000000	0.000000	7	48.000000	3.871201	8	32.000000	3.465736	46	6482.000000	8.776784	14	6355.000000	8.756997	
sjo	3	684	11400.000000	9.341369	0	0.000000	0.000000	0	0.000000	0.000000	613	11145.000000	9.318746	71	255.000000	5.541264	687	11406.000000	9.341895	2	3.000000	1.098612	
bril	4	37	240.000000	5.480639	0	0.000000	0.000000	26	217.000000	5.379897	9	17.000000	2.833213	2	6.000000	1.791759	40	252.000000	5.529429	26	217.000000	5.379897	
nEs	3	72	754.000000	6.625392	0	0.000000	0.000000	6	16.000000	2.772589	63	734.000000	6.598509	3	4.000000	1.386294	85	867.000000	6.765039	6	16.000000	2.772589	
bro	3	93	1110.000000	7.012115	0	0.000000	0.000000	7	10.000000	2.302585	54	171.000000	5.141664	32	929.000000	6.834109	166	1353.000000	7.210080	45	147.000000	4.990433	
Ga	2	2063	19295.000000	9.867601	0	0.000000	0.000000	245	2181.000000	7.687539	1447	11879.000000	9.382527	371	5235.000000	8.563122	3102	26973.000000	10.202592	618	4521.000000	8.416488	
brup	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
sen	3	420	6715.000000	8.812099	0	0.000000	0.000000	152	3470.000000	8.151910	267	3242.000000	8.083946	1	3.000000	1.098612	548	7638.000000	8.940891	189	3971.000000	8.286773	
de	2	3583	62221.000000	11.038448	19	2483.000000	7.817223	1520	31462.000000	10.356536	1510	15156.000000	9.626152	534	13120.000000	9.481893	4974	149666.000000	11.916161	1847	114979.000000	11.652505	
sin	3	251	2763.000000	7.924072	8	223.000000	5.407172	128	2173.000000	7.683864	112	362.000000	5.891644	3	5.000000	1.609438	587	5942.000000	8.689801	194	3726.000000	8.223091	
tjum	4	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	0	0.000000	0.000000	
bul	3	26	93.000000	4.532599	0	0.000000	0.000000	21	74.000000	4.304065	3	4.000000	1.386294	2	15.000000	2.708050	78	314.000000	5.749393	26	92.000000	4.521789	
lu	2	886	12350.000000	9.421411	2	4.000000	1.386294	255	6991.000000	8.852379	616	5315.000000	8.578288	13	40.000000	3.688879	1689	22113.000000	10.003921	387	10331.000000	9.242904	
vis	3	260	5735.000000	8.654343	3	6.000000	1.791759	75	4023.000000	8.299783	176	1684.000000	7.428927	6	22.000000	3.091042	596	9904.000000	9.200694	174	5372.000000	8.588956	
van	3	335	6500.000000	8.779557	4	313.000000	5.746203	60	1202.000000	7.091742	252	4855.000000	8.487764	19	130.000000	4.867534	1584	16562.000000	9.714866	104	1719.000000	7.449498	
kris	4	87	1079.000000	6.983790	0	0.000000	0.000000	62	810.000000	6.697034	25	269.000000	5.594711	0	0.000000	0.000000	102	1893.000000	7.545918	67	1512.000000	7.321189	
mja	3	100	641.000000	6.463029	0	0.000000	0.000000	6	9.000000	2.197225	73	421.000000	6.042633	21	211.000000	5.351858	119	686.000000	6.530878	6	9.000000	2.197225	
mje	3	33	91.000000	4.510860	0	0.000000	0.000000	7	12.000000	2.484907	17	29.000000	3.367296	9	50.000000	3.912023	33	91.000000	4.510860	7	12.000000	2.484907	
kan	3	787	6561.000000	8.788898	8	39.000000	3.663562	306	3041.000000	8.019942	457	3398.000000	8.130942	16	83.000000	4.418841	1465	12077.000000	9.399058	436	4296.000000	8.365440	
pul	3	89	455.000000	6.120297	0	0.000000	0.000000	39	171.000000	5.141664	48	259.000000	5.556828	2	25.000000	3.218876	184	1119.000000	7.020191	77	661.000000	6.493754	
ak	2	915	9534.000000	9.162620	0	0.000000	0.000000	884	9454.000000	9.154193	31	80.000000	4.382027	0	0.000000	0.000000	2885	24955.000000	10.124829	982	9885.000000	9.198774	
kad	3	8	103.000000	4.634729	0	0.000000	0.000000	5	55.000000	4.007333	3	48.000000	3.871201	0	0.000000	0.000000	222	2632.000000	7.875499	81	1121.000000	7.021976	
dE	2	204	2526.000000	7.834392	0	0.000000	0.000000	71	536.000000	6.284134	129	1985.000000	7.593374	4	5.000000	1.609438	928	14108.000000	9.554497	119	1586.000000	7.368970	
ke	2	1319	99240.000000	11.505296	26	67238.000000	11.115994	27	55.000000	4.007333	340	1605.000000	7.380879	926	30342.000000	10.320288	1709	101682.000000	11.529606	66	67315.000000	11.117138	
mis	3	320	2949.000000	7.989221	0	0.000000	0.000000	89	1098.000000	7.001246	228	1837.000000	7.515889	3	14.000000	2.639057	491	4604.000000	8.434681	175	2213.000000	7.702104	
miz	3	11	66.000000	4.189655	0	0.000000	0.000000	0	0.000000	0.000000	11	66.000000	4.189655	0	0.000000	0.000000	15	73.000000	4.290459	4	7.000000	1.945910	
dEn	3	507	7754.000000	8.955964	0	0.000000	0.000000	9	232.000000	5.446737	494	7510.000000	8.923991	4	12.000000	2.484907	516	7778.000000	8.959055	9	232.000000	5.446737	
der	3	455	2041.000000	7.621195	0	0.000000	0.000000	10	20.000000	2.995732	417	1870.000000	7.533694	28	151.000000	5.017280	1286	12703.000000	9.449593	88	351.000000	5.860786	
dra	3	152	2065.000000	7.632886	0	0.000000	0.000000	23	85.000000	4.442651	80	418.000000	6.035481	49	1562.000000	7.353722	258	2924.000000	7.980708	60	650.000000	6.476972	
dran	4	21	120.000000	4.787492	0	0.000000	0.000000	0	0.000000	0.000000	21	120.000000	4.787492	0	0.000000	0.000000	26	127.000000	4.844187	0	0.000000	0.000000	
drEb	4	12	63.000000	4.143135	0	0.000000	0.000000	0	0.000000	0.000000	12	63.000000	4.143135	0	0.000000	0.000000	12	63.000000	4.143135	0	0.000000	0.000000	
du	2	811	15338.000000	9.638089	7	65.000000	4.174387	148	9241.000000	9.131405	645	6016.000000	8.702178	11	16.000000	2.772589	1141	20232.000000	9.915021	183	10859.000000	9.292750	
lap	3	14	32.000000	3.465736	0	0.000000	0.000000	3	10.000000	2.302585	11	22.000000	3.091042	0	0.000000	0.000000	49	126.000000	4.836282	22	48.000000	3.871201	
pja	3	329	4913.000000	8.499640	0	0.000000	0.000000	120	3087.000000	8.034955	166	969.000000	6.876265	43	857.000000	6.753438	712	8774.000000	9.079548	310	5965.000000	8.693664	
pjar	4	8	12.000000	2.484907	0	0.000000	0.000000	1	1.000000	0.000000	7	11.000000	2.397895	0	0.000000	0.000000	18	76.000000	4.330733	1	1.000000	0.000000	
kal	3	416	2872.000000	7.962764	1	3.000000	1.098612	281	2367.000000	7.769379	126	463.000000	6.137727	8	39.000000	3.663562	916	7153.000000	8.875287	448	3670.000000	8.207947	
kam	3	317	5573.000000	8.625689	0	0.000000	0.000000	240	5256.000000	8.567126	75	315.000000	5.752573	2	2.000000	0.693147	803	9042.000000	9.109636	361	6684.000000	8.807472	
pa	2	2599	32732.000000	10.396108	0	0.000000	0.000000	1126	19137.000000	9.859379	1315	9766.000000	9.186662	158	3829.000000	8.250359	5184	70954.000000	11.169787	2208	45013.000000	10.714707	
pan	3	258	1591.000000	7.372118	8	74.000000	4.304065	128	929.000000	6.834109	122	588.000000	6.376727	0	0.000000	0.000000	442	2729.000000	7.911691	198	1628.000000	7.395108	
par	3	742	19324.000000	9.869103	0	0.000000	0.000000	364	16308.000000	9.699411	373	3000.000000	8.006368	5	16.000000	2.772589	1674	30063.000000	10.311050	699	21686.000000	9.984422	
pi	2	1638	15703.000000	9.661607	0	0.000000	0.000000	257	1723.000000	7.451822	1189	10239.000000	9.233959	192	3741.000000	8.227108	2620	23787.000000	10.076894	589	6055.000000	8.708640	
nir	3	57	221.000000	5.398163	0	0.000000	0.000000	2	12.000000	2.484907	50	156.000000	5.049856	5	53.000000	3.970292	158	1753.000000	7.469084	3	28.000000	3.332205	
niS	3	35	491.000000	6.196444	0	0.000000	0.000000	2	2.000000	0.693147	32	488.000000	6.190315	1	1.000000	0.000000	35	491.000000	6.196444	2	2.000000	0.693147	
piL	3	43	106.000000	4.663439	0	0.000000	0.000000	13	33.000000	3.496508	30	73.000000	4.290459	0	0.000000	0.000000	44	111.000000	4.709530	13	33.000000	3.496508	
kap	3	96	551.000000	6.311735	0	0.000000	0.000000	62	457.000000	6.124683	34	94.000000	4.543295	0	0.000000	0.000000	642	8586.000000	9.057888	469	7725.000000	8.952217	
po	2	1916	43780.000000	10.686932	2	74.000000	4.304065	516	15020.000000	9.617138	1186	10913.000000	9.297710	212	17773.000000	9.785436	3625	65340.000000	11.087360	1078	23106.000000	10.047848	
kar	3	849	6145.000000	8.723394	0	0.000000	0.000000	417	4634.000000	8.441176	410	1316.000000	7.182352	22	195.000000	5.273000	1766	14311.000000	9.568784	699	8013.000000	8.988821	
rez	3	68	1455.000000	7.282761	0	0.000000	0.000000	1	7.000000	1.945910	65	1432.000000	7.266827	2	16.000000	2.772589	186	2425.000000	7.793587	1	7.000000	1.945910	
zar	3	89	180.000000	5.192957	1	13.000000	2.564949	0	0.000000	0.000000	82	161.000000	5.081404	6	6.000000	1.791759	211	741.000000	6.608001	6	25.000000	3.218876	
tOc	3	6	17.000000	2.833213	0	0.000000	0.000000	0	0.000000	0.000000	6	17.000000	2.833213	0	0.000000	0.000000	6	17.000000	2.833213	0	0.000000	0.000000	
toc	3	5	30.000000	3.401197	0	0.000000	0.000000	1	26.000000	3.258097	4	4.000000	1.386294	0	0.000000	0.000000	52	294.000000	5.683580	1	26.000000	3.258097	
kaS	3	22	70.000000	4.248495	0	0.000000	0.000000	14	56.000000	4.025352	8	14.000000	2.639057	0	0.000000	0.000000	22	70.000000	4.248495	14	56.000000	4.025352	
Sa	2	292	3536.000000	8.170751	0	0.000000	0.000000	45	113.000000	4.727388	191	2497.000000	7.822845	56	926.000000	6.830874	414	4289.000000	8.363809	90	281.000000	5.638355	
San	3	46	293.000000	5.680173	0	0.000000	0.000000	12	42.000000	3.737670	34	251.000000	5.525453	0	0.000000	0.000000	70	467.000000	6.146329	12	42.000000	3.737670	
tas	3	266	1681.000000	7.427144	0	0.000000	0.000000	61	889.000000	6.790097	193	759.000000	6.632002	12	33.000000	3.496508	392	2324.000000	7.751045	61	889.000000	6.790097	
kat	3	135	1329.000000	7.192182	0	0.000000	0.000000	72	1046.000000	6.952729	59	277.000000	5.624018	4	6.000000	1.791759	1960	16083.000000	9.685518	216	2161.000000	7.678326	
vil	3	82	1129.000000	7.029088	2	2.000000	0.693147	54	922.000000	6.826545	25	204.000000	5.318120	1	1.000000	0.000000	216	2518.000000	7.831220	65	953.000000	6.859615	
var	3	189	856.000000	6.752270	0	0.000000	0.000000	25	175.000000	5.164786	156	650.000000	6.476972	8	31.000000	3.433987	434	4638.000000	8.442039	118	1445.000000	7.275865	
nag	3	33	769.000000	6.645091	0	0.000000	0.000000	0	0.000000	0.000000	33	769.000000	6.645091	0	0.000000	0.000000	46	993.000000	6.900731	0	0.000000	0.000000	
val	3	280	2042.000000	7.621685	4	112.000000	4.718499	104	651.000000	6.478510	165	936.000000	6.841615	7	343.000000	5.837730	587	5343.000000	8.583543	242	2919.000000	7.978996	
